id,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Resolution,Pantalla,Brand,Family,Model,Clock Speed (GHz),Gpu Brand,Gpu Model,Gpu Type,Storage Type
874,Dell,Workstation,15.6,8,Windows 10,2.0,2135.0,1920x1080,Full HD,Intel,Core i7,6820HQ,2.7,Nvidia,Quadro M1200,Dedicated,SSD
222,Dell,Ultrabook,13.3,8,Windows 10,1.41,949.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD
1158,Lenovo,Notebook,17.3,6,Windows 10,2.8,949.0,1600x900,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 940MX,Dedicated,SSD
1145,HP,Workstation,17.3,8,Windows 7,3.0,2899.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,AMD,FirePro W6150M,Dedicated,HDD
1272,Dell,Notebook,15.6,6,Windows 10,2.3,439.0,1366x768,Touchscreen,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,HDD
1207,Asus,Notebook,14.0,4,Windows 10,1.5,286.0,1366x768,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,Flash Storage
430,Mediacom,Notebook,14.0,4,Windows 10,1.4,265.0,1920x1200,Full HD,Intel,Atom,Z8350,1.92,Intel,HD Graphics 400,Unknown,HDD
1291,Apple,Ultrabook,12.0,8,Mac OS X,0.92,1279.0,2304x1440,Retina Display,Intel,Core M,1.2GHz,1.2,Intel,HD Graphics 515,Unknown,Flash Storage
491,Lenovo,Ultrabook,14.0,12,Windows 10,1.4,1673.0,1920x1080,Full HD,Intel,Core i7,6600U,2.6,Intel,HD Graphics 520,Unknown,SSD
623,HP,Notebook,15.6,8,Windows 10,2.04,629.0,1366x768,Full HD,AMD,A12-Series,9700P,2.5,AMD,Radeon R7 Graphics,Dedicated,HDD
147,Dell,Notebook,15.6,4,Windows 10,2.2,749.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 530,Dedicated,SSD
33,Lenovo,Notebook,13.3,4,Windows 10,1.44,735.0,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,SSD
943,Toshiba,Notebook,13.3,4,Windows 7,1.2,1195.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
1253,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1970.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
1097,Dell,Ultrabook,14.0,8,Windows 10,1.36,1639.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
866,Dell,2 in 1 Convertible,13.3,16,Windows 10,1.62,1279.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,SSD
558,HP,Notebook,15.6,16,Windows 10,2.1,1159.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,SSD
1085,Lenovo,2 in 1 Convertible,10.1,4,Android,0.69,319.0,1920x1200,Touchscreen,Intel,Atom,x5-Z8550,1.44,Intel,HD Graphics 400,Unknown,Flash Storage
1041,HP,Notebook,14.0,2,Windows 10,1.44,249.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,Flash Storage
1277,Asus,Notebook,15.6,8,Windows 10,2.5,839.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,SSD
1082,Lenovo,Gaming,17.3,32,Windows 10,4.6,2663.0,1920x1080,Full HD,Intel,Core i7,6820HK,2.7,Nvidia,GeForce GTX 1070,Dedicated,SSD
73,Razer,Gaming,17.3,32,Windows 10,3.49,5499.0,3840x2160,4K Ultra HD,Intel,Core i7,7820HK,2.9,Nvidia,GeForce GTX 1080,Dedicated,SSD
199,Asus,Gaming,17.3,16,No OS,4.0,998.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 965M,Dedicated,HDD
1159,MSI,Gaming,17.3,8,Windows 10,2.6,1599.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 965M,Dedicated,SSD
1208,HP,Notebook,15.6,4,No OS,1.86,288.9,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,HDD
579,Acer,Notebook,15.6,4,Windows 10,2.2,639.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 940MX,Dedicated,HDD
302,HP,Ultrabook,13.3,8,Windows 10,1.34,1323.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
818,HP,Notebook,17.3,8,Windows 10,2.63,1080.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce 930MX,Dedicated,SSD
1006,Acer,Notebook,15.6,4,Linux,2.4,289.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,HDD
448,Dell,Gaming,15.6,8,Windows 10,2.62,1099.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,HDD
919,MSI,Gaming,15.6,16,Windows 10,2.2,1299.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD
35,Dell,Notebook,15.6,4,Windows 10,2.3,639.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon R5 M430,Dedicated,SSD
1045,Dell,Notebook,15.6,8,Windows 10,2.18,750.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
596,Dell,Notebook,15.6,4,Linux,2.18,455.7,1366x768,Full HD,Intel,Core i3,6006U,2.0,AMD,Radeon R5 M420X,Dedicated,HDD
1218,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.36,1637.0,2560x1440,Touchscreen,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
214,Dell,Notebook,15.6,4,Windows 10,1.93,959.0,1366x768,Full HD,Intel,Core i5,7300U,2.6,Intel,HD Graphics 620,Unknown,HDD
469,HP,Notebook,17.3,8,Windows 10,2.5,1045.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Nvidia,GeForce 930MX,Dedicated,SSD
933,Dell,Notebook,15.6,4,Windows 10,2.18,912.5,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce 940MX,Dedicated,SSD
1249,Mediacom,Notebook,14.0,4,Windows 10,1.4,249.0,1920x1080,Full HD,Intel,Atom,x5-Z8350,1.44,Intel,HD Graphics,Unknown,SSD
803,Dell,Notebook,15.6,8,Windows 10,2.2,745.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon R5 M430,Dedicated,SSD
372,Acer,Notebook,15.6,4,Linux,2.4,289.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,HDD
1287,Asus,Notebook,15.6,8,Windows 10,2.0,1299.0,3840x2160,4K Ultra HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce GTX 960M,Dedicated,SSD
506,Toshiba,Ultrabook,13.3,8,Windows 10,1.2,1363.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD
775,Asus,Gaming,17.3,12,Windows 10,2.2,1369.9,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,SSD
281,HP,Notebook,14.0,4,Windows 10,1.48,1590.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
234,Dell,Gaming,15.6,16,Windows 10,2.62,1479.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD
782,Dell,Notebook,15.6,4,Windows 10,2.2,443.99,1366x768,Full HD,Intel,Pentium,Quad,1.6,Intel,HD Graphics,Unknown,HDD
307,Acer,Notebook,14.0,8,Windows 10,1.56,902.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
106,Toshiba,Notebook,15.6,8,Windows 10,2.0,1258.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
504,HP,Notebook,15.6,8,Windows 10,1.86,539.0,1920x1080,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,SSD
1172,HP,Notebook,14.0,4,Windows 10,2.31,1189.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
1276,Asus,Notebook,15.6,4,Linux,2.0,274.99,1366x768,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,HDD
228,Asus,Notebook,15.6,4,Windows 10,2.2,720.32,1366x768,Full HD,Intel,Core i7,6500U,2.5,Nvidia,GeForce 920M,Dedicated,HDD
424,HP,Notebook,15.6,4,Windows 10,2.04,839.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
740,HP,Notebook,15.6,4,Windows 10,2.04,979.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
415,HP,Notebook,15.6,4,Windows 10,2.1,705.5,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,SSD
116,Asus,Notebook,17.3,4,Windows 10,2.8,530.0,1600x900,Full HD,Intel,Pentium,Quad,1.6,Nvidia,GeForce 920MX,Dedicated,HDD
1009,Dell,Notebook,13.3,8,Windows 10,1.62,649.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,HDD
79,Dell,Gaming,15.6,16,Windows 10,2.72,1099.0,3840x2160,4K Ultra HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 960M,Dedicated,SSD
1234,HP,Notebook,15.6,4,Windows 10,1.91,478.89,1920x1080,Full HD,AMD,A6-Series,A6-9220,2.5,AMD,Radeon 520,Dedicated,SSD
272,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,1875.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,Flash Storage
247,Asus,Gaming,15.6,16,Windows 10,2.59,1339.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 960M,Dedicated,SSD
1178,Dell,Gaming,17.3,16,Windows 10,4.42,3012.77,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD
409,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.6,1199.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
46,Lenovo,Gaming,17.3,32,Windows 10,4.6,3240.0,1920x1080,Full HD,Intel,Core i7,6820HK,2.7,Nvidia,GeForce GTX 980M,Dedicated,SSD
52,Lenovo,Notebook,15.6,8,Windows 10,2.2,429.0,1366x768,Full HD,AMD,A12-Series,9720P,3.6,AMD,Radeon R7,Dedicated,HDD
855,Lenovo,Notebook,13.3,8,Windows 10,1.44,949.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
1273,Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,833.01,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
1095,Asus,Notebook,15.6,4,Windows 10,1.68,469.0,1366x768,Full HD,AMD,A9-Series,9420,3.0,AMD,Radeon R5 M420,Dedicated,HDD
254,Dell,Notebook,14.0,4,Windows 10,1.6,875.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
431,Lenovo,Notebook,15.6,4,No OS,1.85,403.5,1920x1080,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,SSD
19,Acer,Ultrabook,14.0,8,Windows 10,1.8,919.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,Graphics 620,Unknown,SSD
213,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.38,1749.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
339,Lenovo,Notebook,14.0,8,Windows 10,1.65,1345.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
223,HP,Notebook,14.0,8,Windows 10,1.94,389.0,1366x768,Full HD,Intel,Pentium,Quad,1.6,Intel,HD Graphics 405,Unknown,HDD
456,Apple,Ultrabook,12.0,8,Mac OS X,0.92,1300.0,2304x1440,Retina Display,Intel,Core M,1.1GHz,1.1,Intel,HD Graphics 515,Unknown,Flash Storage
986,Dell,Notebook,15.6,12,Windows 10,2.3,713.07,1366x768,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,HDD
253,Lenovo,Notebook,15.6,4,No OS,2.1,398.0,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,HDD
4,HP,Notebook,15.6,6,Windows 10,2.04,549.99,1920x1080,Full HD,AMD,A9-Series,9410,2.9,AMD,Radeon R7 M440,Dedicated,Hybrid
1134,Lenovo,Notebook,15.6,4,Windows 10,2.2,399.0,1920x1080,Full HD,AMD,A9-Series,9420,2.9,AMD,Radeon 530,Dedicated,SSD
1137,Lenovo,Notebook,15.6,12,Windows 10,2.2,609.0,1366x768,Touchscreen,Intel,Core i7,8550U,1.8,Intel,HD Graphics 620,Unknown,HDD
137,Xiaomi,Ultrabook,13.3,8,No OS,1.3,999.9,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce MX150,Dedicated,SSD
1187,HP,Notebook,15.6,4,Windows 7,2.31,940.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,HDD
12,Dell,Notebook,14.0,8,Windows 10,1.79,740.0,1366x768,Full HD,Intel,Core i3,6100U,2.3,Intel,HD Graphics 520,Unknown,SSD
478,Lenovo,Notebook,15.6,4,No OS,2.2,309.0,1366x768,Full HD,AMD,A6-Series,9220,2.9,AMD,Radeon R4 Graphics,Dedicated,HDD
207,Lenovo,Notebook,15.6,4,Windows 10,2.2,299.0,1366x768,Full HD,AMD,E-Series,9000,2.2,AMD,Radeon R2 Graphics,Dedicated,HDD
793,Lenovo,Notebook,14.0,4,Windows 10,2.02,990.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
1133,Dell,Gaming,15.6,16,Windows 10,2.65,1845.0,3840x2160,4K Ultra HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD
266,Xiaomi,Notebook,15.6,8,No OS,1.95,1199.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Nvidia,GeForce MX150,Dedicated,SSD
1052,Lenovo,Workstation,15.6,16,Windows 10,2.5,3299.0,3840x2160,4K Ultra HD,Intel,Core i7,7600U,2.8,Nvidia,Quadro M520M,Dedicated,SSD
241,HP,Notebook,15.6,6,Windows 10,2.19,764.0,1366x768,Full HD,Intel,Core i7,6500U,2.5,AMD,Radeon R5 M330,Dedicated,HDD
89,Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,389.0,1366x768,Touchscreen,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,Flash Storage
716,Toshiba,Notebook,13.3,4,Windows 10,1.2,1195.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
517,Acer,Notebook,15.6,8,Windows 10,2.4,449.0,1366x768,Full HD,AMD,A8-Series,7410,2.2,AMD,Radeon R5,Dedicated,HDD
891,Dell,Ultrabook,14.0,8,Windows 10,1.36,1775.0,1920x1080,Full HD,Intel,Core i7,7600U,2.8,Intel,HD Graphics 620,Unknown,SSD
1179,Dell,Notebook,15.6,8,Linux,2.3,805.99,1366x768,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon R5 M430,Dedicated,HDD
